Widget number,Position X,Position Y,Width,Height,Table tag,List tag,Textbox tag,Widget class,Number of Elements,Number of Child Nodes,numberOfWordsTextNodes,numberOfTextNodes,links80percent,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
013,1344,866,43,21,0,0,0,0,5,5,3,3,0,10.8,10.2,818.6,559.6,10.894952959971878,10.52140675005011,747.4321373877364,419.55547904895724,
013,1343,888,74,24,0,0,0,0,5,5,4,4,0,18.4,12.8,826.8,572.8,18.689569283426515,12.132600710482482,755.2189748675545,431.6053753140709,
013,1343,888,29,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1374,888,43,24,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1417,889,66,20,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1343,913,176,20,0,0,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1343,939,176,36,0,0,0,0,0,0,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1511,761,64,64,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,921,408,20,20,0,0,0,0,1,1,1,1,0,10.0,10.0,926.0,417.0,0.0,0.0,0.0,0.0,
014,941,408,20,20,0,0,0,0,1,1,1,1,0,6.0,6.0,948.0,419.0,0.0,0.0,0.0,0.0,
014,961,408,20,20,0,0,0,0,1,1,1,1,0,6.0,6.0,968.0,419.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,34,38,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,6,9,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,20,16,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,36,36,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,34,38,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,12,9,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,20,16,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,1088,36,36,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
014,0,1088,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
